time [ms], BMP temp [degC], BMP pres [mbar], BMP alt [m], BNO x [deg], BNO y [deg], BNO z [deg], BNO xa [m/s^2], BNO ya [], BNO za [], BNO xg [rad/s], BNO yg [], BNO zg [], BNO xm [uT], BNO ym [], BNO zm [], GPS lat [deg.min], GPS lon [deg.min], GPS speed [m/s], GPS angle [deg], GPS alt [m],GPS Sat, ICM temp [degC], ICM accel x [m/s^2], ICM accel y [m/s^2], ICM accel z [m/s^2], ICM gyro x [rad/s], ICM gyro y [rad/s], ICM gyro z [rad/s], ICM mag x [], ICM mag y [], ICM mag z []
5021,26.2,998.62,122.56,346,-3.31,-96.19,-1.02,11.91,-1.09,-1.02,11.91,-1.09,-1.02,11.91,-1.09,0,0,0,0,0,0,27.61,0.34,-9.94,-1.12,0.01,-0.7,0.02,45.45,-35.4,-28.65
5063,26.2,998.61,122.59,343.62,-3.06,-96.31,-0.82,11.78,-1.6,-0.82,11.78,-1.6,-0.82,11.78,-1.6,0,0,0,0,0,0,27.76,0.24,-9.96,-1.25,0.01,-0.76,0.03,47.25,-34.65,-27.6
5110,26.2,998.61,122.61,341.69,-2.81,-96.37,-0.67,11.87,-1.3,-0.67,11.87,-1.3,-0.51,11.65,-1.23,0,0,0,0,0,0,27.37,0.03,-9.81,-1.01,0.03,-0.85,0,47.25,-34.65,-27.6
5152,26.2,998.62,122.56,339.75,-2.62,-96.44,-0.02,11.38,-1.52,-0.02,11.38,-1.52,-0.02,11.38,-1.52,0,0,0,0,0,0,27.85,0.08,-9.8,-1.27,0.04,-1.08,-0.01,48.45,-34.8,-23.85
5194,26.2,998.62,122.55,336.37,-2.31,-96.5,-0.43,11.56,-1.26,-0.43,11.56,-1.26,-0.43,11.56,-1.26,0,0,0,0,0,0,27.9,0.61,-10.4,-1.34,0.05,-1.12,-0.02,48.45,-34.8,-23.85
5238,26.2,998.62,122.55,333.56,-2.12,-96.5,-0.46,11.65,-1.34,-0.46,11.65,-1.34,-0.46,11.65,-1.34,0,0,0,0,0,0,27.57,0.58,-10.41,-1.5,0.04,-1.01,-0.06,48.45,-34.8,-23.85
5288,26.2,998.61,122.58,330.25,-2,-96.44,-0.63,11.83,-1.16,-0.63,11.83,-1.16,-0.63,11.83,-1.16,0,0,0,0,0,0,27.52,0.1,-9.9,-0.67,-0.01,-1.08,-0.06,48,-34.95,-22.95
5332,26.2,998.61,122.59,327.75,-1.87,-96.56,-0.18,11.05,-0.78,-0.09,10.91,-1,-0.09,10.91,-1,0,0,0,0,0,0,27.52,1.12,-10.57,-1.18,-0.04,-1.86,-0.02,48,-34.95,-22.95
5373,26.2,998.62,122.54,323.5,-1.5,-96.75,-0.99,11.79,-1.92,-0.99,11.79,-1.92,-0.99,11.79,-1.92,0,0,0,0,0,0,27.52,-0.29,-9.87,-0.51,-0.02,-1.64,0.04,49.35,-34.65,-20.4
5421,26.2,998.62,122.49,318.19,-0.81,-96.94,-0.56,11.7,-0.91,-0.56,11.7,-0.91,-0.77,12.1,-1.01,0,0,0,0,0,0,27.61,0.54,-10.36,-0.67,-0.01,-1.4,0.04,49.35,-34.65,-20.4
5462,26.2,998.62,122.56,314.25,-0.31,-97,-0.97,12.44,-1.31,-0.75,12.21,-1.68,-0.75,12.21,-1.68,0,0,0,0,0,0,27.85,0.48,-10.39,-1.27,0,-0.81,0.03,48.6,-35.4,-17.55
5510,26.2,998.63,122.46,311.25,0,-97,-0.53,11.69,-1.54,-0.53,11.69,-1.54,-0.53,11.69,-1.54,0,0,0,0,0,0,27.85,-0.34,-9.73,-1.49,0,-1.04,0,48.6,-35.4,-17.55
5551,26.2,998.62,122.48,308.87,0.25,-97,-0.21,11.59,-1.33,-0.21,11.59,-1.33,-0.31,11.61,-1.4,0,0,0,0,0,0,27.37,0.15,-9.8,-1,-0.04,-1.17,0,48.45,-34.35,-14.55
5598,26.2,998.62,122.52,304.87,0.62,-97.12,-0.81,12.2,-2.88,-0.81,12.2,-2.88,-0.81,12.2,-2.88,0,0,0,0,0,0,27.61,-0.73,-10.26,3.21,-0.02,-0.92,0.06,48.45,-34.35,-14.55
5642,26.2,998.62,122.49,301.62,1.12,-97.06,-0.89,12.27,-2.26,-0.89,12.27,-2.26,-0.2,12.38,-1.01,0,0,0,0,0,0,27.37,-0.35,-9.7,0.3,0.04,-0.64,0.03,48.3,-33.45,-12
5684,26.2,998.63,122.47,299.81,1.37,-97,0.1,11.87,-1.29,0.1,11.87,-1.29,0.1,11.87,-1.29,0,0,0,0,0,0,27.71,-0.35,-9.85,-0.89,0,-0.44,-0.01,48.3,-33.45,-12
5733,26.2,998.62,122.51,298.44,1.5,-96.94,0,11.85,-1.05,0,11.85,-1.05,0,11.85,-1.05,0,0,0,0,0,0,27.76,0.18,-9.96,-0.49,-0.02,0.17,0.01,48.3,-33.45,-12
5775,26.2,998.63,122.45,298.56,1.44,-96.94,0.03,11.71,-1.27,0.03,11.71,-1.27,0.03,11.71,-1.27,0,0,0,0,0,0,27.71,0.29,-9.99,-1.18,-0.03,0.11,0,48.15,-34.05,-11.85
5820,26.2,998.63,122.48,298.94,1.44,-97,-0.25,11.75,-1.29,-0.25,11.75,-1.29,-0.25,11.75,-1.29,0,0,0,0,0,0,27.85,-0.66,-9.96,-1.22,-0.02,0.02,0,48.15,-34.05,-11.85
5863,26.2,998.62,122.49,299.12,1.37,-97.06,-0.22,11.72,-1.66,-0.56,11.74,-1.69,-0.56,11.74,-1.69,0,0,0,0,0,0,27.61,0.07,-9.97,-1.77,-0.02,-0.04,-0.01,48,-33.9,-13.35
5912,26.2,998.62,122.51,299.06,1.37,-97.12,-0.12,11.8,-1.5,-0.12,11.8,-1.5,-0.14,11.79,-1.38,0,0,0,0,0,0,28.04,0,-10,-0.94,0,-0.06,-0.01,48,-33.9,-13.35
5954,26.2,998.62,122.49,299,1.37,-97.12,-0.72,11.76,-1.41,-0.65,11.76,-1.52,-0.65,11.76,-1.52,0,0,0,0,0,0,27.76,-0.01,-9.96,-1.48,0,-0.08,0,47.7,-35.55,-12.45
5995,26.2,998.62,122.51,298.87,1.37,-97.12,-0.65,11.74,-1.16,-0.65,11.74,-1.16,-0.65,11.74,-1.16,0,0,0,0,0,0,27.76,0.28,-9.91,-1.06,0.01,-0.06,0.01,47.7,-35.55,-12.45
6043,26.2,998.62,122.53,298.62,1.37,-97.06,-0.22,11.81,-1.76,-0.22,11.81,-1.76,-0.08,11.74,-1.82,0,0,0,0,0,0,27.71,-0.19,-10.04,-1.52,0.03,-0.15,0.02,47.7,-34.05,-13.5
6085,26.2,998.61,122.59,298.25,1.44,-97,-0.12,11.73,-1.27,-0.12,11.73,-1.27,-0.12,11.73,-1.27,0,0,0,0,0,0,27.61,-0.37,-9.94,-0.82,0.04,-0.08,0.01,47.7,-34.05,-13.5
6134,26.2,998.61,122.57,297.94,1.44,-96.87,-0.27,11.74,-1.36,-0.26,11.76,-1.43,-0.26,11.76,-1.43,0,0,0,0,0,0,27.9,-0.06,-9.96,-1.3,0.02,-0.09,0.01,47.7,-34.05,-13.5
6176,26.2,998.61,122.61,297.81,1.44,-96.81,0.22,11.81,-1.43,0.22,11.81,-1.43,0.22,11.81,-1.43,0,0,0,0,0,0,27.57,-0.54,-10.11,-1.13,0.05,-0.09,-0.01,47.55,-33.9,-12.6
6224,26.2,998.61,122.59,297.5,1.44,-96.69,-0.47,11.71,-1.79,-0.47,11.71,-1.79,-0.42,11.62,-1.64,0,0,0,0,0,0,27.85,-0.07,-9.89,-1.59,0.05,0,-0.01,47.55,-33.9,-12.6
6265,26.2,998.61,122.58,297.44,1.44,-96.5,-0.34,11.82,-0.77,-0.34,11.82,-0.77,-0.34,11.82,-0.77,0,0,0,0,0,0,27.61,-0.59,-9.94,-1.05,0.04,-0.14,-0.01,48,-33.45,-10.5
6306,26.2,998.61,122.58,297.12,1.44,-96.37,0.03,11.71,-1.01,0.03,11.71,-1.01,0.03,11.71,-1.01,0,0,0,0,0,0,27.85,-0.1,-10.01,-1.01,0.01,-0.01,-0.01,48,-33.45,-10.5
6355,26.2,998.61,122.62,297.12,1.37,-96.31,0.18,11.81,-1.77,0.23,11.85,-1.76,0.23,11.85,-1.76,0,0,0,0,0,0,27.9,-0.46,-9.94,-1.38,0.04,-0.11,-0.03,47.1,-33.3,-11.1
6397,26.2,998.61,122.65,296.94,1.31,-96.19,-0.13,11.75,-1.07,-0.13,11.75,-1.07,-0.13,11.75,-1.07,0,0,0,0,0,0,27.61,-0.2,-10.02,-0.85,0.04,-0.05,-0.03,47.1,-33.3,-11.1
6441,26.2,998.61,122.65,296.87,1.25,-96.06,-0.07,11.74,-1.09,-0.07,11.74,-1.09,-0.07,11.74,-1.09,0,0,0,0,0,0,27.76,-0.14,-9.96,-0.99,0.02,-0.08,-0.04,47.1,-33.3,-11.1
6485,26.2,998.62,122.55,296.81,1.12,-96,-0.03,11.79,-1.31,-0.09,11.77,-1.16,-0.09,11.77,-1.16,0,0,0,0,0,0,27.61,-0.24,-10.02,-1.04,0.03,-0.08,-0.05,47.7,-33.3,-9.6
6535,26.2,998.61,122.62,296.81,0.94,-95.94,-0.07,11.77,-1.12,-0.13,11.76,-1.12,-0.13,11.76,-1.12,0,0,0,0,0,0,27.57,-0.17,-9.92,-1,0.02,-0.1,-0.06,47.7,-33.3,-9.6
6577,26.2,998.61,122.57,296.75,0.69,-95.81,-0.48,11.69,-1.15,-0.48,11.69,-1.15,-0.48,11.69,-1.15,0,0,0,0,0,0,27.52,0.25,-10.04,-0.96,0.02,-0.08,-0.04,47.1,-34.8,-10.05
6618,26.2,998.62,122.55,296.62,0.62,-95.75,-0.34,11.73,-1.17,-0.34,11.73,-1.17,-0.34,11.73,-1.17,0,0,0,0,0,0,27.85,-0.21,-10.01,-0.83,0.02,-0.07,-0.05,47.1,-34.8,-10.05
6662,26.2,998.62,122.51,296.56,0.5,-95.69,-0.27,11.79,-1.13,-0.27,11.79,-1.13,-0.27,11.79,-1.13,0,0,0,0,0,0,27.52,0.13,-10.03,-0.93,0.01,-0.12,-0.04,48,-33.45,-11.55
6702,26.2,998.62,122.53,296.5,0.31,-95.62,-0.88,11.7,-1.24,-0.88,11.7,-1.24,-0.88,11.7,-1.24,0,0,0,0,0,0,27.95,0.36,-9.98,-1.11,0.02,-0.04,-0.03,48,-33.45,-11.55
6750,26.2,998.62,122.56,296.44,0.19,-95.56,-0.48,11.75,-1.18,-0.48,11.75,-1.18,-0.48,11.75,-1.18,0,0,0,0,0,0,27.61,0.29,-9.98,-0.91,0.02,-0.09,-0.01,46.35,-34.35,-10.35
6792,26.2,998.61,122.62,296.44,0,-95.5,-0.62,11.73,-1.12,-0.62,11.73,-1.12,-0.62,11.73,-1.12,0,0,0,0,0,0,27.61,0.17,-9.97,-0.74,0.01,-0.02,0,46.35,-34.35,-10.35
6837,26.2,998.61,122.64,296.5,-0.06,-95.44,-0.32,11.77,-0.88,-0.49,11.75,-0.98,-0.49,11.75,-0.98,0,0,0,0,0,0,27.61,0.33,-10.02,-0.75,0,-0.05,0,46.35,-34.35,-10.35
6879,26.2,998.61,122.62,296.5,-0.13,-95.37,-0.69,11.76,-1,-0.69,11.76,-1,-0.69,11.76,-1,0,0,0,0,0,0,27.85,0.04,-10.07,-0.76,0,0.02,0.02,46.35,-35.1,-9.3
6922,26.2,998.62,122.54,296.5,-0.13,-95.37,-0.12,11.76,-0.98,-0.12,11.76,-0.98,-0.12,11.76,-0.98,0,0,0,0,0,0,27.61,-0.13,-9.97,-0.74,-0.01,0.01,0.01,46.35,-35.1,-9.3
6974,26.2,998.62,122.49,296.56,-0.13,-95.37,-0.49,11.76,-1.15,-0.49,11.76,-1.15,-0.49,11.76,-1.15,0,0,0,0,0,0,27.57,0.14,-9.96,-0.88,-0.02,0.09,0.03,47.1,-34.35,-9
7021,26.2,998.63,122.47,296.81,-0.19,-95.44,-0.48,11.75,-0.96,-0.48,11.75,-0.96,-0.48,11.75,-0.96,0,0,0,0,0,0,27.76,0.06,-9.86,-1.02,-0.05,0.14,0.04,47.1,-34.35,-9
7066,26.2,998.63,122.47,297.19,-0.19,-95.5,-0.56,11.81,-0.93,-0.56,11.81,-0.93,-0.56,11.81,-0.93,0,0,0,0,0,0,27.76,0.22,-10.06,-0.58,-0.05,0.23,0.04,47.1,-34.35,-9
7108,26.2,998.62,122.53,297.75,-0.25,-95.56,-0.33,11.75,-1.27,-0.33,11.75,-1.27,-0.33,11.75,-1.27,0,0,0,0,0,0,27.76,-0.11,-10.07,-0.48,-0.04,0.26,0.03,47.1,-34.35,-9
7149,26.2,998.61,122.58,298.37,-0.31,-95.69,-0.47,11.75,-0.71,-0.47,11.75,-0.71,-0.47,11.75,-0.71,0,0,0,0,0,0,27.61,0.01,-9.89,-1.1,-0.04,0.02,0.04,47.1,-34.35,-9
7199,26.2,998.61,122.59,298.44,-0.25,-95.75,-0.46,11.62,-1.02,-0.46,11.62,-1.02,-0.46,11.62,-1.02,0,0,0,0,0,0,27.57,0.13,-10.04,-0.75,-0.06,-0.15,0.04,47.1,-34.35,-9
7239,26.2,998.61,122.6,298,-0.19,-95.87,-0.3,11.63,-1.29,-0.3,11.63,-1.29,-0.3,11.63,-1.29,0,0,0,0,0,0,27.71,-0.03,-10.01,-0.72,-0.06,-0.04,0.05,47.1,-34.35,-9
7286,26.2,998.62,122.55,297.87,-0.19,-96,-0.33,11.78,-1.14,-0.33,11.78,-1.14,-0.33,11.78,-1.14,0,0,0,0,0,0,27.57,0.12,-10.19,-1.12,-0.06,0.08,0.06,47.1,-34.35,-9
7328,26.2,998.62,122.48,298,-0.06,-96.12,-0.48,11.65,-1.17,-0.48,11.65,-1.17,-0.48,11.65,-1.17,0,0,0,0,0,0,27.57,0.06,-9.92,-0.96,-0.08,0.1,0.07,47.1,-34.35,-9
7378,26.2,998.63,122.47,298.25,0,-96.31,-0.51,11.63,-1.33,-0.48,11.68,-1.29,-0.48,11.68,-1.29,0,0,0,0,0,0,27.61,-0.11,-9.97,-1.18,-0.09,0.17,0.09,47.1,-34.35,-9
7420,26.2,998.63,122.45,298.44,0,-96.5,-0.37,12.29,-1.33,-0.37,12.29,-1.33,-0.37,12.29,-1.33,0,0,0,0,0,0,27.57,0.38,-10.29,-0.25,-0.08,-0.01,0.08,47.1,-34.35,-9
7461,26.2,998.63,122.48,298.25,0.25,-96.69,1.32,11.6,-3.75,1.32,11.6,-3.75,1.32,11.6,-3.75,0,0,0,0,0,0,27.52,-1,-9.8,-1.65,-0.09,0.02,0.06,47.1,-34.35,-9
7503,26.2,998.62,122.52,298.12,0.37,-96.87,-0.23,11.91,-1.31,-0.23,11.91,-1.31,-0.23,11.91,-1.31,0,0,0,0,0,0,27.85,-0.67,-9.88,-1.34,-0.05,-0.03,0.02,47.1,-34.35,-9
7548,26.2,998.61,122.57,297.94,0.37,-97,1.28,11.67,-2.92,1.28,11.67,-2.92,0.97,11.64,-2.64,0,0,0,0,0,0,27.85,-1.23,-10.05,-2.28,0.01,-0.09,-0.02,47.1,-34.35,-9
7599,26.2,998.61,122.64,297.75,0.37,-96.94,0.02,11.42,-1.69,0.29,11.4,-1.69,0.29,11.4,-1.69,0,0,0,0,0,0,27.61,-0.8,-9.65,-1.7,0.07,-0.06,-0.06,47.1,-34.35,-9
7641,26.2,998.62,122.56,297.75,0.19,-96.75,-0.18,11.15,-1.52,-0.18,11.15,-1.52,-0.18,11.15,-1.52,0,0,0,0,0,0,27.85,0.34,-9.26,-1.07,0.06,-0.1,-0.05,47.1,-34.35,-9
7684,26.2,998.62,122.5,297.69,0.13,-96.62,-0.38,11.81,-1.1,-0.38,11.81,-1.1,-0.38,11.81,-1.1,0,0,0,0,0,0,27.61,-0.4,-10.07,-0.76,0.03,-0.08,-0.01,47.1,-34.35,-9
7729,26.2,998.62,122.54,297.56,0.06,-96.56,-0.88,11.55,-0.86,-1.01,11.77,-0.85,-1.01,11.77,-0.85,0,0,0,0,0,0,27.52,0.85,-10.53,-0.89,0,0.06,0,47.1,-34.35,-9
7771,26.2,998.62,122.53,297.69,0.06,-96.56,-0.54,11.78,-0.86,-0.54,11.78,-0.86,-0.54,11.78,-0.86,0,0,0,0,0,0,27.9,0.21,-10,-0.77,-0.01,0.04,0.01,47.1,-34.35,-9
7819,26.2,998.63,122.46,297.75,0.06,-96.56,-0.33,12.17,-1.12,-0.33,12.17,-1.12,-0.39,12.27,-1.16,0,0,0,0,0,0,27.52,0.01,-10.26,-0.86,-0.04,0.07,0.04,47.1,-34.35,-9
7859,26.2,998.63,122.41,297.87,0.13,-96.62,-0.32,12.06,-1.04,-0.33,11.93,-1.05,-0.33,11.93,-1.05,0,0,0,0,0,0,27.52,-0.11,-10.13,-0.98,-0.04,0.01,0.03,47.1,-34.35,-9
7904,26.2,998.63,122.44,297.81,0.19,-96.75,0.06,11.72,-1.75,0.06,11.72,-1.75,0.06,11.72,-1.75,0,0,0,0,0,0,27.57,-0.04,-9.8,-1.3,-0.05,-0.02,0.03,47.1,-34.35,-9
7948,26.2,998.64,122.37,297.75,0.19,-96.81,0.1,11.92,-1.65,0.1,11.92,-1.65,0.1,11.92,-1.65,0,0,0,0,0,0,27.61,-0.76,-10.68,-1.65,-0.03,0.02,0.01,47.1,-34.35,-9
7991,26.2,998.64,122.34,297.81,0.19,-96.87,0.03,11.69,-1.84,0.03,11.69,-1.84,0.03,11.69,-1.84,0,0,0,0,0,0,27.76,-0.22,-9.92,-1.55,0,0.06,-0.01,48,-34.2,-10.2
8041,26.2,998.64,122.33,297.94,0.19,-96.87,0.03,11.73,-1.65,0.03,11.73,-1.65,0.03,11.73,-1.65,0,0,0,0,0,0,27.61,-0.22,-9.96,-1.37,0.02,-0.04,-0.02,48,-34.2,-10.2
8083,26.2,998.64,122.36,298,0.06,-96.81,-0.29,11.76,-1.64,-0.29,11.76,-1.64,-0.29,11.76,-1.64,0,0,0,0,0,0,27.57,-0.15,-9.95,-1.26,0.02,0.05,-0.01,50.1,-34.2,-9.9
8127,26.2,998.63,122.42,298.19,0,-96.75,-0.45,11.71,-1.21,-0.45,11.71,-1.21,-0.45,11.71,-1.21,0,0,0,0,0,0,27.71,-0.08,-9.98,-1.06,0.03,-0.01,0,50.1,-34.2,-9.9
8169,26.2,998.64,122.39,298.25,0,-96.69,-0.23,11.73,-1.31,-0.23,11.73,-1.31,-0.23,11.73,-1.31,0,0,0,0,0,0,27.52,-0.09,-9.99,-0.9,0.01,0.02,0,49.95,-34.05,-10.05
8216,26.2,998.63,122.42,298.44,0,-96.62,-0.23,11.69,-0.99,-0.23,11.69,-0.99,-0.23,11.69,-0.99,0,0,0,0,0,0,27.57,-0.11,-9.97,-0.91,-0.01,-0.01,0.01,49.95,-34.05,-10.05
8260,26.2,998.63,122.45,298.5,-0.06,-96.56,-0.17,11.71,-1.18,-0.17,11.71,-1.18,-0.17,11.71,-1.18,0,0,0,0,0,0,27.85,-0.09,-10.05,-0.74,-0.02,0,0.01,48.3,-34.95,-12
8302,26.2,998.63,122.43,298.5,-0.06,-96.56,-0.13,11.72,-1.37,-0.13,11.72,-1.37,-0.13,11.72,-1.37,0,0,0,0,0,0,27.85,-0.17,-9.95,-1.3,-0.03,-0.09,0.01,48.3,-34.95,-12
8350,26.2,998.63,122.41,298.31,-0.06,-96.62,-0.32,11.74,-1.7,-0.32,11.74,-1.7,-0.32,11.74,-1.7,0,0,0,0,0,0,27.71,-0.14,-9.92,-1.64,-0.02,-0.12,0,48.3,-34.95,-12
8392,26.2,998.63,122.47,298.06,0,-96.69,-0.01,11.8,-1.63,-0.01,11.8,-1.63,-0.01,11.8,-1.63,0,0,0,0,0,0,27.37,-0.17,-9.97,-1.62,0,0.15,0.01,47.55,-37.2,-11.25
8442,26.2,998.62,122.53,298.31,-0.06,-96.69,-0.8,11.79,-1.87,0.11,11.74,-1.27,0.11,11.74,-1.27,0,0,0,0,0,0,27.61,-0.74,-9.9,-1.2,0.03,-0.01,0.01,47.55,-37.2,-11.25
8483,26.2,998.63,122.48,298.19,0,-96.56,0.19,11.76,-1.57,0.19,11.76,-1.57,0.19,11.76,-1.57,0,0,0,0,0,0,27.61,0.13,-10.01,-1.16,0.03,0.02,0.01,47.4,-36.3,-12.9
8534,26.2,998.62,122.54,298.19,0,-96.5,-0.23,11.77,-0.99,-0.23,11.77,-0.99,0.11,11.7,-1.13,0,0,0,0,0,0,27.57,-0.56,-9.99,-0.91,0.01,-0.01,0,47.4,-36.3,-12.9
8575,26.2,998.62,122.54,298.12,0,-96.44,-0.18,11.77,-0.97,-0.18,11.77,-0.97,-0.18,11.77,-0.97,0,0,0,0,0,0,27.61,0.05,-10,-0.86,-0.01,0.01,0,49.05,-30.15,-11.25
8617,26.2,998.62,122.54,298.19,0,-96.44,-0.03,11.78,-1.19,-0.03,11.78,-1.19,-0.03,11.78,-1.19,0,0,0,0,0,0,27.71,-0.34,-9.95,-0.93,-0.02,0.03,-0.01,49.05,-30.15,-11.25
8665,26.2,998.63,122.48,298.31,-0.06,-96.5,-0.37,11.74,-1.36,-0.37,11.74,-1.36,-0.37,11.74,-1.36,0,0,0,0,0,0,27.57,0,-9.98,-1.38,-0.03,0.01,0.01,45.45,-27.9,-12.3
8707,26.2,998.62,122.48,298.31,-0.06,-96.56,-0.1,11.68,-1.63,-0.1,11.68,-1.63,-0.1,11.68,-1.63,0,0,0,0,0,0,27.71,-0.15,-10.01,-1.36,-0.02,0.01,0.01,45.45,-27.9,-12.3
8752,26.2,998.63,122.42,298.37,-0.06,-96.62,-0.31,11.73,-1.65,-0.31,11.73,-1.65,-0.33,11.74,-1.74,0,0,0,0,0,0,27.61,-0.06,-9.95,-1.59,0,-0.02,0.01,45.45,-27.9,-12.3
8794,26.2,998.63,122.47,298.37,-0.13,-96.69,-0.13,11.73,-1.61,-0.13,11.73,-1.61,-0.13,11.73,-1.61,0,0,0,0,0,0,27.52,-0.12,-9.93,-1.3,0.02,-0.01,0.01,43.95,-29.7,-15.45
8843,26.2,998.63,122.45,298.37,-0.13,-96.69,-0.17,11.74,-1.59,-0.17,11.74,-1.59,-0.17,11.74,-1.59,0,0,0,0,0,0,27.57,-0.22,-9.92,-1.21,0.02,-0.03,0.01,43.95,-29.7,-15.45
8882,26.2,998.63,122.46,298.31,-0.13,-96.62,-0.09,11.75,-1.1,-0.09,11.75,-1.1,-0.09,11.75,-1.1,0,0,0,0,0,0,27.57,-0.22,-9.92,-1.21,0.02,-0.03,0.01,43.95,-29.7,-15.45
8924,26.2,998.62,122.5,298.31,-0.13,-96.56,-0.07,11.71,-1.24,-0.07,11.71,-1.24,-0.07,11.71,-1.24,0,0,0,0,0,0,27.57,-0.21,-9.98,-0.91,0,0,0,44.85,-29.55,-14.25
8971,26.2,998.62,122.54,298.31,-0.13,-96.5,-0.13,11.72,-1.05,-0.13,11.72,-1.05,-0.13,11.72,-1.05,0,0,0,0,0,0,27.61,-0.23,-9.93,-0.92,-0.02,0.02,0,43.05,-27.75,-16.35
9013,26.2,998.62,122.51,298.37,-0.19,-96.5,-0.16,11.76,-1.13,-0.13,11.75,-1.26,-0.13,11.75,-1.26,0,0,0,0,0,0,27.37,-0.31,-9.99,-1.13,-0.02,0.03,0,43.05,-27.75,-16.35
9063,26.2,998.62,122.49,298.44,-0.19,-96.56,-0.38,11.74,-1.65,-0.38,11.74,-1.65,-0.33,11.72,-1.61,0,0,0,0,0,0,27.85,-0.12,-9.95,-1.37,-0.02,0,0,40.95,-33.6,-17.1
9105,26.2,998.62,122.52,298.44,-0.19,-96.62,-0.2,11.74,-1.66,-0.2,11.74,-1.66,-0.2,11.74,-1.66,0,0,0,0,0,0,27.85,-0.16,-10.01,-1.36,0,0,0.01,40.95,-33.6,-17.1
9152,26.2,998.62,122.53,298.5,-0.19,-96.69,-0.3,11.71,-1.69,-0.3,11.71,-1.69,-0.3,11.71,-1.69,0,0,0,0,0,0,27.61,-0.11,-9.97,-1.32,0.01,-0.03,0.01,40.95,-33.6,-17.1
9195,26.2,998.62,122.51,298.5,-0.25,-96.69,-0.12,11.76,-1.51,-0.12,11.76,-1.51,-0.12,11.76,-1.51,0,0,0,0,0,0,27.85,-0.21,-9.95,-1.23,0.01,-0.01,0.01,42.9,-33.9,-14.85
9236,26.2,998.62,122.54,298.44,-0.25,-96.62,-0.13,11.72,-1.27,-0.13,11.72,-1.27,-0.13,11.72,-1.27,0,0,0,0,0,0,27.37,-0.18,-10.01,-1.02,0.01,-0.02,0.01,42.9,-33.9,-14.85
9285,26.2,998.62,122.55,298.37,-0.25,-96.56,-0.07,11.73,-1.29,-0.07,11.73,-1.29,-0.07,11.73,-1.29,0,0,0,0,0,0,27.85,0.67,-9.99,-0.6,0,-0.01,0.01,43.05,-32.85,-15.3
9328,26.2,998.61,122.58,298.44,-0.25,-96.56,-0.04,11.74,-1.15,-0.04,11.74,-1.15,-0.04,11.74,-1.15,0,0,0,0,0,0,27.57,-0.25,-10.05,-0.94,-0.02,-0.03,0.01,43.05,-32.85,-15.3
9370,26.2,998.61,122.59,298.44,-0.25,-96.62,-0.05,11.82,-1.39,-0.05,11.82,-1.39,-0.05,11.82,-1.39,0,0,0,0,0,0,27.61,0.13,-10.07,-0.75,-0.03,0.04,0.01,42.15,-33.45,-17.55
9411,26.2,998.62,122.55,298.56,-0.25,-96.69,-0.14,11.71,-1.81,-0.14,11.71,-1.81,-0.14,11.71,-1.81,0,0,0,0,0,0,27.52,-0.62,-9.93,-1.73,-0.02,-0.01,0,42.15,-33.45,-17.55
9455,26.2,998.62,122.56,298.56,-0.25,-96.75,-0.01,11.77,-1.48,-0.16,11.77,-1.47,-0.16,11.77,-1.47,0,0,0,0,0,0,27.9,-0.08,-9.99,-1.26,-0.01,0.03,-0.01,42.15,-33.45,-17.55
9505,26.2,998.62,122.56,298.69,-0.31,-96.75,-0.13,11.73,-1.74,-0.17,11.73,-1.65,-0.17,11.73,-1.65,0,0,0,0,0,0,27.61,0.02,-9.97,-1.29,0.01,-0.03,-0.01,43.65,-33.15,-15.15
9546,26.2,998.61,122.6,298.69,-0.37,-96.75,-0.33,11.75,-1.23,-0.33,11.75,-1.23,-0.33,11.75,-1.23,0,0,0,0,0,0,27.71,0.13,-9.96,-1.22,0.01,-0.05,0.01,43.65,-33.15,-15.15
9594,26.2,998.62,122.54,298.69,-0.37,-96.69,-0.31,11.73,-1.35,-0.31,11.73,-1.35,-0.31,11.73,-1.35,0,0,0,0,0,0,27.61,0.02,-9.99,-1,0,-0.07,0.02,41.4,-32.7,-16.2
9636,26.2,998.62,122.56,298.56,-0.37,-96.69,-0.1,11.74,-1.38,-0.1,11.74,-1.38,-0.1,11.74,-1.38,0,0,0,0,0,0,27.61,-0.14,-9.91,-1.13,-0.01,-0.03,0.03,41.4,-32.7,-16.2
9686,26.2,998.61,122.57,298.44,-0.31,-96.69,-0.17,11.77,-1.27,-0.14,11.76,-1.42,-0.14,11.76,-1.42,0,0,0,0,0,0,27.9,-0.34,-9.96,-1.41,-0.02,0,0.03,42.45,-33.9,-15.15
9727,26.2,998.61,122.62,298.44,-0.31,-96.69,0.11,11.74,-1.68,0.11,11.74,-1.68,0.11,11.74,-1.68,0,0,0,0,0,0,27.76,-0.44,-10.02,-1.2,-0.01,-0.03,0.01,42.45,-33.9,-15.15
9769,26.2,998.62,122.54,298.44,-0.31,-96.69,-0.8,11.56,-0.43,-0.8,11.56,-0.43,-0.8,11.56,-0.43,0,0,0,0,0,0,27.42,-0.62,-10.02,-1.82,0,0,0,43.65,-34.2,-15.45
9811,26.2,998.62,122.55,298.44,-0.31,-96.69,0.42,11.56,-2.14,0.42,11.56,-2.14,0.42,11.56,-2.14,0,0,0,0,0,0,27.71,-0.27,-9.97,-0.8,0,0.01,-0.01,43.65,-34.2,-15.45
