-75.3,-25.95,-6.6
-75.75,-24.9,-6
-75.75,-24.9,-6
-75.6,-26.25,-8.25
-75.6,-26.25,-8.25
-75.6,-25.5,-5.7
-75.6,-25.5,-5.7
-75.15,-24,-7.2
-75.15,-24,-7.2
-75.15,-24,-7.2
-75.15,-24,-7.2
-75.15,-24,-7.2
-75.6,-25.05,-7.5
-75.6,-25.05,-7.5
-75.75,-24.9,-6.6
-75.75,-24.9,-6.6
-74.7,-24.9,-7.35
-74.7,-24.9,-7.35
-73.95,-25.95,-7.35
-73.95,-25.95,-7.35
-73.95,-25.95,-7.35
-73.95,-25.95,-7.35
-75,-24.15,-6
-75,-24.15,-6
-74.7,-24.45,-7.05
-74.7,-24.45,-7.05
-76.2,-26.25,-6.9
-76.2,-26.25,-6.9
-76.2,-26.25,-6.9
-75,-25.2,-7.05
-75,-25.2,-7.05
-75,-25.2,-7.05
-75,-25.2,-7.05
-76.5,-24.9,-6
-76.5,-24.9,-6
-75.6,-24.75,-7.2
-75.6,-24.75,-7.2
-74.85,-24.75,-8.25
-74.85,-24.75,-8.25
-76.65,-25.5,-7.5
-76.65,-25.5,-7.5
-76.65,-25.5,-7.5
-76.65,-25.5,-7.5
-73.95,-23.85,-7.35
-73.95,-23.85,-7.35
-73.95,-23.85,-7.35
-76.65,-25.5,-6.45
-76.65,-25.5,-6.45
-76.2,-25.05,-7.2
-76.2,-25.05,-7.2
-75.6,-24,-6.45
-75.6,-24,-6.45
-75.6,-24,-6.45
-75.6,-24,-6.45
-75.75,-24.9,-8.1
-75.75,-24.9,-8.1
-73.95,-24.45,-7.05
-73.95,-24.45,-7.05
-75.15,-24.75,-7.5
-75.15,-24.75,-7.5
-75,-24.9,-6.3
-75,-24.9,-6.3
-75,-24.9,-6.3
-75,-24.9,-6.3
-75,-24.9,-6.3
-76.65,-24.75,-6.15
-76.65,-24.75,-6.15
-75,-25.2,-6.3
-75,-25.2,-6.3
-75.6,-25.05,-7.5
-75.6,-25.05,-7.5
-75.15,-24,-6.45
-75.15,-24,-6.45
-75.15,-24,-6.45
-75.15,-24,-6.45
-75.3,-25.65,-7.05
-75.3,-25.65,-7.05
-74.85,-25.8,-6.9
-74.85,-25.8,-6.9
-74.85,-25.8,-6.9
-74.85,-25.05,-7.2
-74.85,-25.05,-7.2
-75,-25.65,-7.35
-75,-25.65,-7.35
-75,-25.65,-7.35
-75,-25.65,-7.35
-75.3,-25.2,-6.6
-75.3,-25.2,-6.6
-75.6,-24.3,-6.45
-75.6,-24.3,-6.45
-75.6,-24.3,-6.45
-75.6,-24.3,-6.45
-76.2,-24.3,-6.45
-76.2,-24.3,-6.45
-76.2,-24.3,-6.45
-75.15,-24.75,-7.2
-75.15,-24.75,-7.2
-74.85,-26.25,-6.9
-74.85,-26.25,-6.9
-75.75,-25.65,-6.6
-75.75,-25.65,-6.6
-75.75,-25.65,-6.6
-75.75,-25.65,-6.6
-75.9,-25.8,-7.5
-75.9,-25.8,-7.5
-75.9,-25.5,-7.2
-75.9,-25.5,-7.2
-75.6,-25.05,-6.9
-75.6,-25.05,-6.9
-75.6,-25.05,-6.9
-76.5,-25.2,-6.3
-76.5,-25.2,-6.3
-76.5,-25.2,-6.3
-76.5,-25.2,-6.3
-74.7,-25.2,-6.6
