time [ms], BMP temp [degC], BMP pres [mbar], BMP alt [m], BNO x [deg], BNO y [deg], BNO z [deg], BNO xa [m/s^2], BNO ya [], BNO za [], BNO xg [rad/s], BNO yg [], BNO zg [], BNO xm [uT], BNO ym [], BNO zm [], GPS lat [deg.min], GPS lon [deg.min], GPS speed [m/s], GPS angle [deg], GPS alt [m], GPS sat [#], ICM temp [degC], ICM accel x [m/s^2], ICM accel y [m/s^2], ICM accel z [m/s^2], ICM gyro x [rad/s], ICM gyro y [rad/s], ICM gyro z [rad/s], ICM mag x [], ICM mag y [], ICM mag z []
14342, 14.72, 990.05, 194.99, 6.56, 38.31, 169.31, 4.66, -2.23, -8.13, 4.66, -2.23, -8.13, 4.66, -2.23, -8.13, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 212.60, -5.76, 0.64, -8.28, 0.03, 0.35, -0.09, 24.90, 22.65, -69.00
14388, 14.72, 990.05, 194.98, 6.19, 37.63, 169.69, 5.58, -1.77, -8.12, 5.58, -1.77, -8.12, 5.58, -1.77, -8.12, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 212.40, -5.77, 0.25, -8.16, 0.01, 0.43, -0.09, 24.90, 22.65, -69.00
14441, 14.72, 990.04, 195.04, 5.94, 36.44, 170.06, 5.28, -1.56, -8.30, 5.30, -1.51, -8.31, 5.30, -1.51, -8.31, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 212.60, -5.43, 0.23, -8.25, 0.05, 0.63, -0.01, 22.80, 22.80, -68.70
14485, 14.71, 990.04, 195.03, 5.87, 34.50, 170.31, 5.01, -1.57, -8.53, 5.01, -1.57, -8.53, 5.01, -1.57, -8.53, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 212.55, -5.09, 0.23, -8.50, 0.07, 0.69, 0.02, 22.80, 22.80, -68.70
14530, 14.71, 990.04, 195.03, 5.81, 32.88, 170.62, 4.88, -1.60, -8.54, 4.88, -1.60, -8.54, 4.88, -1.60, -8.54, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 212.64, -4.89, 0.18, -8.65, 0.05, 0.81, -0.04, 22.80, 22.80, -68.70
14574, 14.71, 990.03, 195.11, 5.62, 30.56, 170.94, 4.49, -1.54, -8.75, 4.49, -1.54, -8.75, 4.49, -1.54, -8.75, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 212.55, -4.64, 0.21, -8.76, 0.06, 0.83, -0.03, 22.80, 22.80, -68.70
14617, 14.71, 990.04, 195.06, 5.44, 28.69, 171.31, 4.26, -1.54, -8.94, 4.26, -1.54, -8.94, 4.26, -1.54, -8.94, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 212.60, -4.26, 0.18, -9.17, 0.03, 0.61, -0.06, 22.80, 22.80, -68.70
14667, 14.71, 990.03, 195.10, 5.19, 27.31, 171.56, 3.93, -1.48, -9.16, 3.93, -1.48, -9.16, 3.93, -1.48, -9.16, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 212.40, -4.08, 0.03, -9.28, 0.01, -0.03, 0.01, 19.95, 22.80, -72.60
14713, 14.71, 990.04, 195.08, 5.19, 27.37, 171.56, 4.18, -1.55, -8.99, 4.14, -1.58, -8.98, 4.14, -1.58, -8.98, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 212.64, -4.22, 0.03, -9.09, 0.01, -0.18, 0.02, 19.95, 22.80, -72.60
14763, 14.71, 990.04, 195.02, 5.37, 27.62, 171.44, 4.28, -1.32, -9.08, 4.28, -1.32, -9.08, 3.88, -1.69, -8.93, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 212.31, -4.71, 0.45, -9.04, 0.03, -0.31, -0.00, 19.95, 22.80, -72.60
14805, 14.70, 990.04, 195.03, 5.50, 28.31, 171.37, 4.28, -1.61, -8.84, 4.28, -1.61, -8.84, 4.28, -1.61, -8.84, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 212.45, -4.43, 0.17, -8.73, 0.00, -0.03, 0.00, 19.95, 22.80, -72.60
14856, 14.70, 990.04, 195.02, 5.50, 27.81, 171.37, 4.24, -1.53, -8.90, 4.24, -1.53, -8.90, 4.24, -1.53, -8.90, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 212.60, -4.23, 0.08, -9.06, 0.02, 0.37, 0.00, 19.80, 22.35, -72.90
14902, 14.70, 990.05, 194.99, 5.50, 26.94, 171.37, 4.05, -1.52, -9.16, 4.05, -1.52, -9.16, 4.05, -1.52, -9.16, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 212.64, -4.21, 0.11, -9.07, 0.00, 0.16, -0.01, 19.80, 22.35, -72.90
14946, 14.70, 990.05, 194.97, 5.44, 26.44, 171.37, 3.99, -1.50, -9.06, 3.99, -1.50, -9.06, 3.99, -1.50, -9.06, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 212.74, -4.16, 0.13, -8.98, 0.01, 0.04, 0.00, 19.80, 22.35, -72.90
14993, 14.70, 990.04, 195.05, 5.50, 26.19, 171.31, 4.00, -1.49, -9.02, 4.00, -1.49, -9.02, 4.00, -1.48, -9.06, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 212.40, -4.14, 0.13, -9.15, 0.01, -0.04, -0.00, 19.80, 22.35, -72.90
15037, 14.69, 990.05, 194.99, 5.50, 26.12, 171.25, 4.00, -1.52, -9.00, 4.00, -1.52, -9.00, 4.00, -1.52, -9.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 212.64, -4.20, 0.11, -9.04, 0.01, 0.01, -0.01, 19.35, 21.60, -73.95
15087, 14.69, 990.05, 194.95, 5.56, 25.94, 171.19, 4.01, -1.50, -9.01, 4.01, -1.50, -9.01, 4.01, -1.50, -9.01, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 212.55, -4.21, 0.14, -9.05, 0.01, 0.05, 0.00, 19.35, 21.60, -73.95
15131, 14.69, 990.05, 195.00, 5.56, 25.69, 171.19, 4.00, -1.50, -8.98, 4.00, -1.50, -8.98, 4.00, -1.50, -8.98, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 212.60, -4.15, 0.13, -9.01, 0.00, 0.25, -0.01, 17.55, 21.60, -73.95
15174, 14.69, 990.05, 195.00, 5.50, 25.12, 171.19, 3.91, -1.48, -8.98, 3.91, -1.48, -8.98, 3.91, -1.48, -8.98, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 212.55, -4.01, 0.17, -9.12, -0.00, 0.44, -0.01, 17.55, 22.35, -71.70
15221, 14.68, 990.05, 194.95, 5.37, 23.81, 171.25, 3.70, -1.50, -9.14, 3.70, -1.50, -9.14, 3.70, -1.50, -9.14, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 212.55, -3.77, 0.16, -9.17, 0.01, 0.48, 0.00, 17.55, 22.35, -71.70
15266, 14.68, 990.05, 194.98, 5.31, 22.69, 171.31, 3.54, -1.50, -9.24, 3.48, -1.44, -9.26, 3.48, -1.44, -9.26, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 212.45, -3.64, -0.02, -9.34, 0.01, 0.32, 0.00, 17.25, 21.15, -73.95
15318, 14.68, 990.05, 194.98, 5.25, 21.69, 171.37, 3.34, -1.62, -9.27, 3.34, -1.62, -9.27, 3.34, -1.62, -9.27, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 212.60, -3.47, 0.25, -9.33, 0.00, 0.38, -0.01, 17.25, 21.15, -73.95
15362, 14.68, 990.04, 195.05, 5.12, 20.62, 171.37, 3.25, -1.39, -9.31, 3.25, -1.39, -9.31, 3.25, -1.39, -9.31, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 212.31, -3.28, -0.08, -9.33, 0.00, 0.50, 0.00, 16.50, 21.15, -75.00
15409, 14.67, 990.04, 195.04, 5.06, 19.56, 171.44, -1.07, -1.05, -8.31, -1.07, -1.05, -8.31, -1.07, -1.05, -8.31, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 212.31, 0.41, -0.42, -8.16, -0.00, 1.09, 0.05, 16.50, 21.15, -75.00
15455, 14.67, 990.04, 195.02, 5.00, 16.62, 171.50, 2.55, -1.60, -9.40, 2.55, -1.60, -9.40, 2.55, -1.60, -9.40, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 212.74, -2.63, 0.12, -9.04, -0.10, 1.52, 0.09, 12.75, 21.30, -75.45
15499, 14.67, 990.04, 195.05, 4.87, 13.31, 171.37, 1.77, -1.53, -9.55, 1.77, -1.53, -9.55, 1.77, -1.53, -9.55, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 212.55, -1.82, 0.04, -9.70, -0.10, 1.95, 0.18, 12.75, 21.30, -75.45
15550, 14.67, 990.04, 195.07, 4.75, 6.56, 171.19, 0.66, -1.63, -9.78, 0.66, -1.63, -9.78, 0.66, -1.63, -9.78, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 212.74, -0.69, 0.21, -10.05, 0.13, 2.12, 0.15, 4.80, 22.50, -77.25
15597, 14.66, 990.05, 195.00, 4.75, 2.56, 171.31, 0.19, -1.47, -9.37, 0.19, -1.47, -9.37, 0.33, -1.42, -9.74, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 212.64, -0.71, 0.93, -8.37, 0.01, -0.48, -0.25, 4.80, 22.50, -77.25
15644, 14.66, 990.05, 195.01, 4.56, 3.75, 171.19, 0.42, -1.98, -10.96, 0.42, -1.98, -10.96, 0.42, -1.98, -10.96, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 212.31, -0.95, 0.42, -10.14, -0.03, 0.39, 0.08, 2.40, 21.15, -77.10
15688, 14.66, 990.05, 194.98, 4.62, 3.69, 171.25, -0.03, -1.22, -9.96, -0.03, -1.22, -9.96, 0.96, -2.03, -9.82, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 212.31, -0.52, -0.33, -10.26, -0.01, -0.12, -0.01, 2.40, 21.15, -77.10
15731, 14.66, 990.05, 194.95, 4.69, 3.62, 171.25, 0.54, -1.67, -9.93, 0.54, -1.67, -9.93, 0.54, -1.67, -9.93, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 212.55, -0.54, 0.22, -10.05, 0.02, 0.05, -0.00, 2.40, 21.15, -77.10
15781, 14.66, 990.05, 194.96, 4.69, 3.62, 171.25, 0.47, -1.65, -9.82, 0.47, -1.65, -9.82, 0.47, -1.65, -9.82, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 212.60, -0.56, 0.23, -9.99, 0.02, 0.03, 0.01, 3.60, 20.85, -77.85
15824, 14.65, 990.05, 194.98, 4.69, 3.62, 171.25, 0.46, -1.64, -9.78, 0.46, -1.64, -9.78, 0.46, -1.64, -9.78, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 212.45, -0.53, 0.33, -9.91, 0.01, 0.01, 0.00, 3.60, 20.85, -77.85
15871, 14.65, 990.05, 194.93, 4.69, 3.56, 171.19, 0.45, -1.63, -9.79, 0.45, -1.63, -9.79, 0.45, -1.63, -9.79, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 212.45, -0.58, 0.23, -9.90, 0.01, 0.01, 0.00, 3.30, 21.00, -76.95
15917, 14.65, 990.05, 194.94, 4.69, 3.50, 171.19, 0.45, -1.63, -9.79, 0.45, -1.63, -9.79, 0.45, -1.63, -9.79, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 212.45, -0.57, 0.29, -9.94, 0.00, -0.00, 0.00, 3.30, 21.00, -76.95
15970, 14.65, 990.05, 194.98, 4.69, 3.50, 171.12, 0.46, -1.65, -9.81, 0.46, -1.65, -9.81, 0.45, -1.64, -9.76, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 212.45, -0.56, 0.30, -9.93, 0.01, 0.01, 0.00, 3.90, 21.60, -76.65
16013, 14.65, 990.04, 195.03, 4.69, 3.44, 171.12, 0.44, -1.63, -9.80, 0.44, -1.63, -9.80, 0.44, -1.63, -9.80, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 212.55, -0.54, 0.26, -10.01, 0.01, 0.01, 0.00, 3.90, 21.60, -76.65
16060, 14.65, 990.04, 195.06, 4.69, 3.44, 171.12, 0.45, -1.65, -9.81, 0.45, -1.65, -9.81, 0.44, -1.66, -9.79, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 212.55, -0.56, 0.26, -9.93, 0.01, 0.01, 0.00, 3.30, 21.30, -76.20
16106, 14.65, 990.04, 195.03, 4.69, 3.37, 171.06, 0.45, -1.64, -9.79, 0.45, -1.64, -9.79, 0.45, -1.64, -9.79, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 212.55, -0.57, 0.28, -9.96, 0.01, 0.00, 0.00, 3.30, 21.30, -76.20
16152, 14.65, 990.06, 194.92, 4.69, 3.37, 171.06, 0.46, -1.64, -9.79, 0.45, -1.63, -9.81, 0.45, -1.63, -9.81, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 212.55, -0.49, 0.28, -9.96, 0.01, 0.01, 0.00, 3.15, 22.35, -77.40
16203, 14.65, 990.04, 195.03, 4.69, 3.37, 171.06, 0.44, -1.64, -9.81, 0.44, -1.64, -9.81, 0.44, -1.64, -9.81, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 212.60, -0.60, 0.27, -9.96, 0.01, 0.01, -0.01, 3.15, 22.35, -77.40
16250, 14.65, 990.04, 195.02, 4.69, 3.31, 171.00, 0.45, -1.64, -9.78, 0.45, -1.64, -9.78, 0.45, -1.64, -9.78, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 212.60, -0.55, 0.26, -9.90, 0.01, 0.01, -0.00, 3.15, 22.35, -77.40
16294, 14.65, 990.03, 195.10, 4.69, 3.31, 171.00, 0.45, -1.65, -9.79, 0.45, -1.65, -9.79, 0.45, -1.65, -9.79, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 212.45, -0.53, 0.25, -9.96, 0.01, 0.01, 0.01, 3.15, 22.35, -77.40
16343, 14.65, 990.03, 195.11, 4.69, 3.31, 171.00, 0.45, -1.65, -9.81, 0.45, -1.65, -9.80, 0.45, -1.65, -9.80, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 212.60, -0.62, 0.32, -9.89, 0.01, 0.01, 0.00, 4.05, 20.55, -76.95
16386, 14.65, 990.04, 195.08, 4.69, 3.25, 171.00, 0.44, -1.63, -9.80, 0.44, -1.63, -9.80, 0.44, -1.63, -9.80, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 212.45, -0.63, 0.25, -9.94, 0.01, 0.00, 0.00, 4.05, 20.55, -76.95
16436, 14.65, 990.04, 195.07, 4.69, 3.25, 170.94, 0.45, -1.64, -9.76, 0.45, -1.64, -9.76, 0.45, -1.64, -9.76, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 212.60, -0.56, 0.29, -9.93, 0.01, 0.01, 0.00, 4.05, 20.55, -76.95
16479, 14.65, 990.04, 195.06, 4.69, 3.25, 170.94, 0.45, -1.63, -9.78, 0.45, -1.63, -9.78, 0.45, -1.63, -9.78, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 212.60, -0.51, 0.27, -9.92, 0.01, 0.01, -0.00, 4.05, 20.55, -76.95
16525, 14.65, 990.05, 195.01, 4.69, 3.25, 170.94, 0.45, -1.65, -9.76, 0.45, -1.65, -9.76, 0.45, -1.65, -9.76, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 212.64, -0.58, 0.28, -9.94, 0.01, 0.01, 0.00, 4.05, 20.55, -76.95
16572, 14.65, 990.04, 195.06, 4.69, 3.19, 170.94, 0.45, -1.63, -9.79, 0.45, -1.63, -9.79, 0.45, -1.63, -9.79, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 212.45, -0.55, 0.27, -9.96, 0.01, 0.01, 0.00, 3.00, 21.75, -77.25
16616, 14.65, 990.04, 195.02, 4.69, 3.19, 170.94, 0.47, -1.65, -9.79, 0.47, -1.65, -9.79, 0.47, -1.65, -9.79, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 212.55, -0.54, 0.29, -9.96, 0.00, 0.00, 0.00, 3.00, 21.75, -77.25
16666, 14.65, 990.05, 194.99, 4.69, 3.19, 170.87, 0.45, -1.64, -9.78, 0.45, -1.64, -9.78, 0.45, -1.64, -9.78, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 212.74, -0.56, 0.20, -9.97, 0.01, 0.00, -0.00, 3.00, 21.75, -77.25
16714, 14.65, 990.05, 195.00, 4.69, 3.19, 170.87, 0.45, -1.64, -9.81, 0.45, -1.64, -9.81, 0.45, -1.63, -9.79, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 212.79, -0.55, 0.29, -9.92, 0.01, 0.01, 0.00, 3.00, 21.75, -77.25
16757, 14.64, 990.05, 194.97, 4.69, 3.19, 170.87, 0.45, -1.63, -9.81, 0.45, -1.63, -9.81, 0.45, -1.63, -9.81, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 212.60, -0.62, 0.31, -9.88, 0.01, 0.00, -0.00, 3.00, 22.50, -77.25
16806, 14.64, 990.04, 195.02, 4.69, 3.19, 170.87, 0.44, -1.63, -9.79, 0.44, -1.62, -9.68, 0.44, -1.62, -9.68, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 212.45, -0.55, 0.23, -9.87, 0.01, 0.01, 0.00, 3.00, 22.50, -77.25
16849, 14.64, 990.04, 195.03, 4.69, 3.19, 170.87, 0.44, -1.62, -9.67, 0.44, -1.62, -9.67, 0.44, -1.62, -9.67, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 212.26, -0.55, 0.23, -9.88, 0.01, 0.00, -0.01, 3.00, 22.50, -77.25
16901, 14.64, 990.05, 195.01, 4.69, 3.19, 170.87, 0.44, -1.62, -9.63, 0.44, -1.62, -9.63, 0.44, -1.62, -9.63, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 212.55, -0.54, 0.30, -9.87, 0.01, 0.00, -0.00, 3.00, 22.50, -77.25
16946, 14.64, 990.05, 194.96, 4.69, 3.19, 170.87, 0.43, -1.62, -9.64, 0.42, -1.63, -9.64, 0.42, -1.63, -9.64, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 212.55, -0.62, 0.18, -9.95, -0.01, 0.01, 0.02, 2.85, 21.90, -78.15
16996, 14.64, 990.05, 194.99, 4.69, 3.12, 170.87, 0.44, -1.62, -9.66, 0.44, -1.62, -9.66, 0.44, -1.60, -9.66, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 212.60, -0.54, 0.24, -9.87, 0.02, 0.01, -0.01, 2.85, 21.90, -78.15
17039, 14.64, 990.05, 194.96, 4.69, 3.12, 170.87, 0.45, -1.59, -9.69, 0.45, -1.59, -9.69, 0.45, -1.59, -9.69, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 212.45, -0.55, 0.25, -9.95, 0.01, 0.02, 0.01, 2.70, 22.05, -78.00
17083, 14.64, 990.05, 195.00, 4.69, 3.19, 170.87, 0.41, -1.58, -9.66, 0.41, -1.58, -9.66, 0.41, -1.58, -9.66, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 212.45, -0.55, 0.22, -9.89, 0.01, 0.02, 0.00, 2.70, 22.05, -78.00
17132, 14.64, 990.04, 195.05, 4.69, 3.19, 170.87, 0.44, -1.66, -9.65, 0.44, -1.66, -9.65, 0.44, -1.66, -9.65, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 212.45, -0.56, 0.25, -9.81, -0.00, -0.01, -0.00, 2.70, 22.05, -78.00
17178, 14.64, 990.04, 195.04, 4.69, 3.25, 170.87, 0.44, -1.62, -9.65, 0.44, -1.62, -9.65, 0.44, -1.62, -9.65, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 212.31, -0.49, 0.22, -9.90, -0.00, -0.01, -0.01, 3.00, 21.30, -78.00
17227, 14.63, 990.04, 195.04, 4.62, 3.31, 170.81, 0.45, -1.63, -9.67, 0.45, -1.63, -9.67, 0.45, -1.63, -9.67, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 212.45, -0.55, 0.23, -9.90, 0.01, 0.00, 0.01, 3.00, 21.30, -78.00
17270, 14.63, 990.04, 195.04, 4.62, 3.31, 170.81, 0.48, -1.65, -9.65, 0.48, -1.65, -9.65, 0.48, -1.65, -9.65, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 212.55, -0.55, 0.25, -10.00, -0.01, -0.04, -0.05, 2.70, 21.30, -77.55
17316, 14.63, 990.05, 194.98, 4.56, 3.56, 170.81, 0.42, -1.62, -9.91, 0.42, -1.62, -9.91, 0.42, -1.62, -9.91, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 212.55, -0.59, 0.23, -10.14, 0.03, -0.77, -0.03, 2.70, 21.30, -77.55
17369, 14.63, 990.05, 195.00, 4.69, 5.94, 170.81, 0.94, -1.63, -9.68, 1.09, -1.65, -9.59, 1.09, -1.65, -9.59, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 212.64, -1.23, 0.28, -9.65, 0.06, -0.80, -0.05, 4.50, 21.00, -77.25
17413, 14.63, 990.04, 195.02, 4.81, 8.38, 170.94, 1.33, -1.59, -9.40, 1.33, -1.59, -9.40, 1.33, -1.59, -9.40, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 212.74, -1.51, 0.16, -9.72, 0.02, -0.06, -0.02, 4.50, 21.00, -77.25
17460, 14.63, 990.04, 195.08, 4.75, 8.56, 170.94, 1.25, -1.57, -9.63, 1.25, -1.57, -9.63, 1.25, -1.57, -9.63, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 212.40, -1.50, 0.26, -9.86, -0.01, 0.12, 0.02, 6.90, 22.05, -76.50
17503, 14.62, 990.03, 195.11, 4.75, 8.19, 170.94, 1.25, -1.61, -9.66, 1.25, -1.61, -9.66, 1.25, -1.61, -9.66, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 212.55, -1.39, 0.23, -9.86, 0.00, -0.08, 0.03, 6.90, 22.05, -76.50
17553, 14.62, 990.03, 195.11, 4.81, 8.44, 170.94, 1.31, -1.58, -9.57, 1.31, -1.58, -9.57, 1.31, -1.58, -9.57, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 212.64, -1.52, 0.23, -9.92, 0.01, -0.21, -0.01, 7.50, 22.35, -76.35
17596, 14.62, 990.04, 195.06, 4.81, 8.88, 171.00, 1.41, -1.57, -9.68, 1.41, -1.57, -9.68, 1.41, -1.57, -9.68, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 212.45, -1.60, 0.19, -9.91, 0.03, -0.47, -0.02, 7.50, 22.35, -76.35
17640, 14.62, 990.03, 195.12, 4.87, 9.94, 171.00, 1.59, -1.57, -9.72, 1.65, -1.57, -9.69, 1.65, -1.57, -9.69, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 212.40, -1.89, 0.19, -9.89, 0.06, -0.92, -0.06, 8.40, 22.05, -75.90
17687, 14.62, 990.04, 195.09, 4.94, 12.38, 171.00, 2.07, -1.57, -9.47, 2.07, -1.57, -9.47, 2.07, -1.57, -9.47, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 212.60, -2.25, 0.11, -9.62, 0.05, -1.00, -0.05, 8.40, 22.05, -75.90
17732, 14.62, 990.03, 195.10, 5.06, 14.69, 171.06, 2.48, -1.50, -9.34, 2.48, -1.50, -9.34, 2.48, -1.50, -9.34, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 212.64, -2.72, 0.14, -9.48, 0.05, -0.71, -0.04, 8.40, 22.05, -75.90
17783, 14.61, 990.05, 195.00, 5.19, 16.75, 171.06, 2.78, -1.56, -9.24, 2.78, -1.56, -9.24, 2.78, -1.56, -9.24, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 212.45, -3.05, 0.00, -9.30, 0.01, -0.07, 0.02, 12.60, 20.10, -75.60
17830, 14.61, 990.05, 194.99, 5.25, 17.06, 171.00, 2.81, -1.49, -9.06, 2.81, -1.49, -9.06, 2.81, -1.49, -9.06, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 212.74, -2.84, 0.18, -9.51, -0.06, 0.54, 0.03, 12.60, 20.10, -75.60
17873, 14.61, 990.04, 195.01, 5.19, 16.00, 170.94, 2.57, -1.56, -9.35, 2.57, -1.56, -9.35, 2.57, -1.56, -9.35, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 212.55, -2.54, 0.25, -9.55, -0.04, 0.59, -0.01, 12.15, 21.15, -74.55
17922, 14.61, 990.04, 195.03, 5.12, 14.44, 170.87, 2.27, -1.51, -9.41, 2.23, -1.56, -9.41, 2.23, -1.56, -9.41, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 212.26, -2.39, 0.16, -9.60, -0.03, 0.82, 0.03, 12.15, 21.15, -74.55
17966, 14.60, 990.04, 195.04, 5.00, 12.31, 170.87, 1.91, -1.61, -9.54, 1.91, -1.61, -9.54, 1.91, -1.61, -9.54, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 212.60, -1.86, 0.31, -9.94, -0.05, 0.83, 0.07, 9.45, 21.00, -76.95
18017, 14.60, 990.04, 195.02, 4.94, 10.19, 170.75, 1.61, -1.64, -9.82, 1.61, -1.64, -9.82, 1.61, -1.64, -9.82, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 212.79, -1.58, 0.31, -9.99, 0.03, -0.12, -0.03, 9.45, 21.00, -76.95
18063, 14.60, 990.04, 195.03, 4.94, 10.13, 170.81, 1.59, -1.59, -9.59, 1.63, -1.58, -9.58, 1.63, -1.58, -9.58, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 212.40, -1.87, 0.23, -9.84, 0.01, -0.34, 0.01, 8.70, 20.55, -77.25
18108, 14.60, 990.04, 195.02, 5.00, 11.13, 170.75, 1.67, -1.57, -9.62, 1.67, -1.57, -9.62, 1.67, -1.57, -9.62, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 212.60, -2.01, 0.26, -9.76, 0.03, -0.44, -0.03, 8.70, 20.55, -77.25
18152, 14.59, 990.04, 195.06, 5.00, 12.13, 170.81, 1.92, -1.57, -9.49, 1.92, -1.57, -9.49, 1.96, -1.55, -9.45, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 212.26, -2.34, 0.14, -9.59, 0.03, -0.29, -0.02, 8.70, 20.55, -77.25
18196, 14.59, 990.04, 195.08, 5.06, 12.69, 170.81, 2.13, -1.58, -9.33, 2.13, -1.58, -9.33, 2.13, -1.58, -9.33, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 212.60, -2.17, 0.16, -9.70, -0.02, 0.17, 0.00, 8.70, 20.55, -77.25
18246, 14.59, 990.03, 195.10, 5.06, 12.25, 170.75, 2.00, -1.58, -9.46, 2.00, -1.58, -9.46, 2.00, -1.58, -9.46, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 212.55, -2.20, 0.16, -9.77, -0.01, 0.20, 0.03, 10.80, 21.15, -76.65
18290, 14.59, 990.04, 195.08, 5.06, 11.88, 170.69, 1.99, -1.61, -9.57, 1.99, -1.61, -9.57, 1.99, -1.61, -9.57, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 212.45, -1.97, 0.26, -9.79, 0.00, 0.02, -0.02, 10.80, 21.15, -76.65
18336, 14.59, 990.04, 195.03, 5.06, 11.75, 170.69, 1.92, -1.57, -9.48, 1.92, -1.57, -9.48, 1.92, -1.57, -9.48, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 212.64, -2.08, 0.21, -9.77, -0.01, 0.03, 0.01, 10.80, 21.15, -76.65
