time [ms], BMP temp [degC], BMP pres [], BMP alt [], BNO x [deg], BNO y [deg], BNO z [deg], GPS lat [deg.min], GPS lon [deg.min], GPS speed [m/s], GPS angle [deg], GPS alt [m], ICM temp [degC], ICM accel x [m/s^2], ICM accel y [m/s^2], ICM accel z [m/s^2], ICM gyro x [rad/s], ICM gyro y [rad/s], ICM gyro z [rad/s], ICM mag x [], ICM mag y [], ICM mag z []
37624, 24.21, 998.67, 122.13, 219.62, 26.00, 90.50, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 25.31, -8.44, -1.64, -3.62, 1.46, 2.30, 0.43, 13.50, -35.85, -25.65
37663, 24.21, 998.67, 122.07, 218.31, 29.87, 93.31, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 25.60, -8.10, -1.43, -4.53, 0.16, 1.93, -0.40, 16.95, -34.20, -28.95
37701, 24.21, 998.67, 122.11, 218.12, 33.13, 92.31, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 25.60, -8.38, -1.55, -5.50, 0.31, 1.19, -0.79, 16.95, -34.20, -28.95
37746, 24.21, 998.67, 122.11, 215.00, 37.19, 89.44, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 25.46, -7.91, -2.96, -4.98, -0.23, 1.11, -1.20, 16.95, -34.20, -28.95
37784, 24.21, 998.67, 122.11, 209.37, 39.44, 90.75, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 25.60, -7.68, -3.19, -5.92, -0.14, 0.55, -1.15, 13.80, -35.85, -33.30
37823, 24.22, 998.67, 122.11, 210.00, 40.00, 92.69, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 25.27, -7.51, -2.70, -6.38, 0.33, 1.23, -0.11, 13.80, -35.85, -33.30
37863, 24.22, 998.68, 122.05, 210.56, 40.44, 91.50, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 25.79, -7.31, -3.18, -6.13, -0.11, 1.04, 0.06, 11.55, -39.45, -36.00
37902, 24.22, 998.67, 122.09, 213.62, 42.25, 91.69, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 25.65, -7.20, -3.28, -6.79, 0.23, 0.41, 0.07, 11.55, -39.45, -36.00
37939, 24.22, 998.67, 122.11, 215.94, 43.81, 90.37, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 25.79, -6.81, -3.05, -6.28, -0.16, -0.93, 0.34, 11.55, -39.45, -36.00
37980, 24.23, 998.67, 122.13, 214.50, 43.94, 90.94, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 25.79, -6.64, -3.34, -6.42, -0.77, -2.11, 0.57, 11.70, -38.55, -36.60
38025, 24.23, 998.67, 122.12, 212.50, 42.44, 90.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 25.94, -8.30, -2.50, -4.60, -0.86, -2.79, 0.76, 11.70, -38.55, -36.60
38064, 24.23, 998.68, 122.04, 210.19, 40.13, 87.12, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 25.65, -9.00, -1.58, -3.86, -0.03, -2.66, 1.57, 11.70, -38.55, -36.60
38102, 24.23, 998.68, 122.05, 209.56, 39.19, 86.44, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 25.84, -9.42, -1.07, -3.99, -0.15, -3.37, 1.33, 11.70, -38.55, -36.60
38143, 24.24, 998.67, 122.07, 207.87, 37.94, 84.44, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 25.79, -9.86, -1.10, -2.13, -0.69, -4.90, 1.11, 11.70, -38.55, -36.60
38182, 24.24, 998.67, 122.08, 204.87, 34.81, 82.25, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 25.94, -9.61, -0.24, 0.51, -0.82, -5.01, 1.55, 11.70, -38.55, -36.60
38222, 24.24, 998.67, 122.07, 201.25, 30.56, 80.50, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 25.84, -9.45, 0.43, 2.25, 0.17, -4.60, 2.23, 11.70, -38.55, -36.60
38269, 24.25, 998.67, 122.06, 201.37, 27.87, 78.94, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 25.94, -8.57, 1.95, 3.94, 2.53, -3.44, 2.39, 12.00, -24.00, -0.15
38310, 24.25, 998.67, 122.07, 204.31, 26.25, 75.56, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 25.65, -9.56, 2.00, 4.91, 0.52, -2.55, 1.26, 12.00, -24.00, -0.15
38348, 24.25, 998.67, 122.08, 207.19, 23.75, 74.87, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 25.60, -8.23, 3.05, 6.94, -6.01, -2.74, 0.23, 12.00, -24.00, -0.15
38387, 24.25, 998.67, 122.08, 209.06, 20.12, 78.50, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 25.79, -6.54, 1.72, 6.42, -1.55, -1.86, 0.33, 4.65, -23.40, 5.55
38426, 24.25, 998.67, 122.14, 209.56, 11.19, 78.50, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 25.65, -5.88, 1.09, 7.00, -1.36, -1.90, -0.13, 4.65, -23.40, 5.55
38465, 24.25, 998.67, 122.12, 209.81, 4.62, 79.75, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 25.65, -6.19, 0.64, 8.45, -1.65, -2.38, -0.26, -2.40, -28.95, 4.95
38503, 24.26, 998.67, 122.13, 208.94, 1.56, 80.94, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 25.79, -6.21, 0.19, 9.12, -1.67, -2.21, -0.15, -2.40, -28.95, 4.95
38547, 24.26, 998.67, 122.14, 204.50, -2.94, 79.56, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 25.84, -4.18, -0.33, 10.04, 0.73, -1.22, 0.19, -2.40, -28.95, 4.95
38587, 24.26, 998.66, 122.18, 198.81, -3.12, 78.75, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 25.74, -3.85, 0.59, 8.63, -0.85, -1.75, 1.03, -11.10, -33.45, 2.10
38632, 24.26, 998.67, 122.10, 196.69, -1.31, 76.56, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 25.74, -2.67, -0.78, 8.88, -2.95, -1.48, 1.39, -11.10, -33.45, 2.10
38673, 24.27, 998.67, 122.07, 199.56, 2.19, 75.94, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 25.60, -4.14, -0.48, 10.76, -1.10, -0.92, 1.80, -10.20, -38.55, -0.45
38714, 24.27, 998.68, 122.05, 203.56, 2.50, 74.50, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 25.84, -1.27, -2.39, 7.16, -0.63, -0.59, 2.18, -10.20, -38.55, -0.45
38752, 24.27, 998.68, 122.01, 202.81, -0.25, 75.50, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 25.60, -2.42, -1.35, 8.67, -1.97, 0.43, 1.66, -10.20, -38.55, -0.45
38790, 24.27, 998.67, 122.08, 200.19, -6.31, 77.06, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 25.65, -3.02, -1.85, 9.33, -0.66, 1.22, 2.07, -4.05, -38.10, -7.20
38836, 24.27, 998.68, 122.05, 205.56, -6.75, 77.94, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 25.60, -3.75, -1.20, 10.58, -0.99, -0.45, 1.32, -4.05, -38.10, -7.20
38875, 24.27, 998.67, 122.09, 211.12, -2.62, 77.50, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 25.31, -4.25, -1.57, 9.51, 1.56, -0.74, 1.84, 4.80, -35.85, -9.30
38918, 24.28, 998.67, 122.09, 212.81, 6.12, 77.19, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 25.60, 1.20, -0.82, 8.51, 1.09, 0.26, 1.85, 4.80, -35.85, -9.30
38960, 24.28, 998.67, 122.14, 204.69, 11.94, 82.06, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 25.79, -3.72, 0.73, 9.75, -0.48, 0.64, 0.79, 11.85, -28.20, -5.25
38998, 24.28, 998.67, 122.13, 198.31, 8.44, 79.37, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 25.74, -3.87, 0.64, 9.42, -0.09, 0.52, 0.88, 11.85, -28.20, -5.25
39037, 24.28, 998.66, 122.15, 191.50, 6.50, 79.56, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 25.46, -3.51, -1.25, 9.16, -0.83, -0.52, 0.74, 11.85, -28.20, -5.25
39083, 24.28, 998.67, 122.12, 189.62, 8.44, 79.62, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 25.74, -3.30, 0.58, 9.18, 0.64, -1.09, 2.04, 11.85, -28.20, -5.25
39124, 24.28, 998.67, 122.12, 193.94, 17.12, 78.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 25.65, -3.28, -0.68, 9.10, 0.45, -0.05, 1.80, 11.85, -28.20, -5.25
39163, 24.28, 998.68, 122.03, 194.75, 23.19, 79.56, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 25.74, -3.10, 1.39, 9.24, 0.44, 0.58, 1.85, 11.85, -28.20, -5.25
39202, 24.29, 998.68, 122.04, 188.00, 23.50, 77.56, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 25.74, -3.57, 1.10, 9.66, -0.76, 0.01, 0.45, 11.85, -28.20, -5.25
39242, 24.29, 998.68, 122.06, 177.50, 23.06, 78.50, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 25.94, -2.36, 0.61, 8.45, -2.13, -0.16, 0.93, 11.85, -28.20, -5.25
39281, 24.29, 998.68, 122.04, 171.19, 23.69, 79.50, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 25.46, -3.00, 0.35, 10.06, -0.38, -0.49, 1.81, 20.70, -17.70, -7.50
39319, 24.29, 998.67, 122.10, 168.62, 22.50, 73.87, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 25.94, -3.17, 0.35, 9.68, 0.56, -0.33, 1.75, 20.70, -17.70, -7.50
39366, 24.29, 998.67, 122.10, 163.62, 16.31, 68.31, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 25.84, -3.53, 1.50, 9.26, 1.03, -0.63, 1.61, 24.90, -8.85, -5.55
39404, 24.30, 998.67, 122.13, 159.19, 11.13, 61.94, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 25.74, -2.71, 1.39, 9.25, -0.14, 0.09, 1.51, 24.90, -8.85, -5.55
39443, 24.30, 998.67, 122.09, 150.94, 12.44, 65.37, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 25.79, -2.89, 0.99, 8.88, -0.70, 0.41, 1.67, 24.90, -8.85, -5.55
39484, 24.30, 998.66, 122.16, 145.06, 15.69, 69.87, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 25.84, -2.67, 0.76, 9.14, -0.77, 1.82, 3.02, 27.00, -1.35, -6.60
39524, 24.30, 998.66, 122.17, 150.75, 20.44, 72.94, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 25.31, -3.83, 1.41, 9.20, -0.63, 1.44, 1.75, 27.00, -1.35, -6.60
39563, 24.31, 998.66, 122.19, 157.62, 26.75, 71.94, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 25.65, -3.68, 0.63, 8.87, -0.83, 0.59, -0.20, 31.65, 5.55, -13.35
39602, 24.31, 998.66, 122.17, 154.56, 28.75, 74.12, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 25.79, -4.85, 1.15, 9.32, -0.98, 0.86, 2.10, 31.65, 5.55, -13.35
39647, 24.31, 998.66, 122.16, 148.06, 29.06, 82.31, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 25.50, -3.74, -0.13, 8.71, -0.53, 0.68, 2.20, 31.65, 5.55, -13.35
39688, 24.31, 998.66, 122.15, 146.62, 35.19, 90.75, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 25.74, -4.12, 2.07, 9.52, -0.06, 0.50, 2.06, 32.40, 11.55, -17.55
39724, 24.31, 998.66, 122.21, 145.06, 41.94, 102.87, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 25.74, -4.12, 2.07, 9.52, -0.06, 0.50, 2.06, 32.40, 11.55, -17.55
39767, 24.32, 998.66, 122.20, 132.50, 40.31, 117.69, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 25.84, -4.42, 0.83, 8.93, -1.97, 0.09, 1.93, 30.30, 22.35, -19.80
39805, 24.32, 998.66, 122.15, 114.44, 33.44, 129.75, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 25.74, -5.13, 1.43, 8.76, -0.96, -0.13, 2.90, 30.30, 22.35, -19.80
39844, 24.32, 998.67, 122.10, 105.75, 29.31, 140.81, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 25.60, -2.60, 0.49, 9.29, 0.02, 0.63, -0.84, 30.30, 22.35, -19.80
39882, 24.32, 998.67, 122.14, 96.87, 30.69, 136.50, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 25.79, -4.41, 1.12, 8.73, 0.61, -0.21, 2.03, 29.40, 27.30, -18.45
39929, 24.33, 998.67, 122.08, 101.06, 33.19, 137.06, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 25.79, -4.14, 1.58, 8.50, -1.04, 0.24, 1.74, 29.40, 27.30, -18.45
39968, 24.33, 998.67, 122.09, 99.81, 33.44, 135.31, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 25.94, -5.02, 1.95, 8.16, -0.38, 0.02, 0.16, 25.20, 33.45, -16.50
40007, 24.33, 998.67, 122.12, 96.69, 32.19, 136.87, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 25.60, -3.66, 1.24, 8.66, -0.43, -0.01, 0.35, 25.20, 33.45, -16.50
40046, 24.33, 998.67, 122.09, 91.94, 31.25, 136.50, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 25.79, -2.77, 0.89, 8.75, -0.96, -0.11, 1.20, 25.20, 33.45, -16.50
40087, 24.33, 998.67, 122.11, 93.31, 30.44, 138.25, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 25.74, -4.30, 1.20, 8.53, -0.24, 0.29, 0.60, 25.20, 33.45, -16.50
40126, 24.33, 998.68, 122.00, 95.94, 31.06, 138.87, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 25.74, -3.77, 1.75, 9.49, -0.93, 0.26, 0.59, 25.20, 33.45, -16.50
40171, 24.34, 998.68, 122.02, 99.25, 30.75, 141.87, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 25.79, -2.85, 1.81, 10.49, 0.28, 0.15, -0.49, 25.20, 33.45, -16.50
40210, 24.34, 998.67, 122.09, 96.94, 29.75, 142.12, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 25.79, -3.92, 0.42, 8.38, 0.76, 0.41, -1.38, 25.20, 33.45, -16.50
40252, 24.34, 998.68, 122.02, 89.37, 28.94, 138.75, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 25.46, -4.49, 2.55, 9.34, 0.77, -0.10, -0.56, 25.20, 33.45, -16.50
40290, 24.34, 998.68, 122.03, 89.37, 28.44, 139.31, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 25.79, -3.78, 1.70, 8.92, 0.73, -0.03, -1.12, 25.95, 34.95, -16.50
40332, 24.34, 998.68, 122.06, 86.50, 29.12, 134.25, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 25.79, -4.27, 0.98, 7.85, 0.71, 0.45, -1.92, 25.95, 34.95, -16.50
40370, 24.34, 998.67, 122.10, 86.50, 29.69, 129.44, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 25.84, -3.44, 1.84, 8.87, 0.76, 0.23, -2.88, 29.10, 28.20, -18.30
40409, 24.34, 998.67, 122.07, 89.50, 31.25, 120.44, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 25.84, -5.87, 0.56, 7.94, 0.61, 0.00, -3.43, 29.10, 28.20, -18.30
40454, 24.35, 998.67, 122.09, 91.19, 29.56, 104.75, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 25.50, -5.11, -0.70, 7.52, 1.38, -0.28, -3.23, 29.10, 28.20, -18.30
40493, 24.35, 998.67, 122.13, 94.62, 25.75, 90.50, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 25.74, -4.28, 0.17, 8.25, 1.69, -0.72, -2.43, 33.45, 12.90, -20.40
40528, 24.35, 998.67, 122.10, 102.25, 22.62, 80.87, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 25.74, -4.28, 0.17, 8.25, 1.69, -0.72, -2.43, 33.45, 12.90, -20.40
40571, 24.35, 998.68, 122.05, 106.12, 21.81, 79.69, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 25.60, -4.14, 0.82, 8.90, 0.35, 0.11, -2.44, 32.55, 2.40, -18.45
40609, 24.35, 998.67, 122.06, 107.75, 21.50, 79.25, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 25.79, -5.72, 0.46, 8.79, 0.70, 0.02, -2.74, 32.55, 2.40, -18.45
40647, 24.36, 998.68, 122.05, 108.62, 21.37, 78.94, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 25.79, -5.43, 1.22, 8.44, 1.09, -0.27, -2.74, 32.55, 2.40, -18.45
40686, 24.36, 998.67, 122.10, 111.31, 20.44, 76.31, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 25.50, -4.30, 0.07, 9.59, 0.56, 0.10, -2.26, 28.80, -11.55, -17.25
40731, 24.36, 998.66, 122.15, 114.94, 20.12, 77.19, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 25.60, -5.06, -0.86, 8.71, 0.20, -0.48, -2.52, 28.80, -11.55, -17.25
40771, 24.36, 998.67, 122.13, 120.87, 19.19, 75.81, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 25.65, -3.47, -1.47, 8.53, 0.11, -0.62, -2.46, 24.90, -21.60, -15.15
40810, 24.36, 998.67, 122.14, 129.31, 17.50, 75.06, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 25.60, -4.15, -1.76, 9.77, -0.07, 0.00, -1.67, 24.90, -21.60, -15.15
40850, 24.36, 998.67, 122.13, 134.44, 10.63, 67.87, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 25.84, -3.86, -0.18, 9.42, -0.42, -0.37, -1.37, 24.90, -21.60, -15.15
40890, 24.36, 998.66, 122.16, 145.06, 16.12, 73.81, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 25.84, -4.45, -3.08, 8.89, 0.14, -0.07, -2.69, 17.10, -29.55, -13.95
40929, 24.36, 998.65, 122.24, 146.69, 15.44, 72.19, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 25.50, -3.18, -2.80, 8.36, 0.93, -0.73, -2.21, 17.10, -29.55, -13.95
40974, 24.37, 998.66, 122.22, 154.44, 14.50, 70.31, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 25.60, -3.02, -1.61, 9.33, 1.78, -0.23, -0.64, 8.40, -35.85, -10.05
41013, 24.37, 998.65, 122.23, 161.06, 13.81, 68.81, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 25.74, -2.63, -1.07, 9.35, 0.97, -0.12, -1.83, 8.40, -35.85, -10.05
41052, 24.37, 998.66, 122.16, 164.81, 13.44, 68.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 25.84, -2.72, -2.05, 9.22, 0.56, -0.68, -1.99, 8.40, -35.85, -10.05
41091, 24.37, 998.67, 122.12, 167.37, 12.56, 65.37, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 25.50, -1.69, -1.13, 9.68, 0.13, -0.67, -2.60, 8.40, -35.85, -10.05
41133, 24.37, 998.67, 122.14, 169.81, 11.38, 62.38, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 25.79, -2.70, -0.68, 9.61, 0.04, -0.13, -1.74, 8.40, -35.85, -10.05
41172, 24.37, 998.67, 122.13, 170.81, 11.38, 62.50, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 25.46, -1.67, -1.41, 9.44, -0.11, 0.12, -1.89, 8.40, -35.85, -10.05
41211, 24.37, 998.67, 122.08, 171.12, 11.38, 62.44, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 25.84, -1.40, -1.58, 7.82, -0.83, 0.04, -2.26, 8.40, -35.85, -10.05
41256, 24.38, 998.68, 122.05, 172.94, 11.44, 62.56, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 25.79, -1.43, -3.59, 9.95, -1.03, 0.16, -2.05, 8.40, -35.85, -10.05
41295, 24.38, 998.67, 122.10, 177.31, 11.75, 63.13, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 25.98, -0.64, -1.95, 10.49, -0.11, 0.06, -1.39, -19.95, -45.15, -10.05
41333, 24.38, 998.67, 122.13, 182.19, 12.06, 63.69, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 25.74, -2.01, -3.25, 9.66, 0.41, 0.14, -0.48, -19.95, -45.15, -10.05
41375, 24.38, 998.66, 122.17, 190.06, 12.75, 64.50, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 25.60, -1.12, -4.25, 9.54, -0.13, 0.19, -0.93, -24.30, -45.60, -9.30
41414, 24.38, 998.67, 122.14, 192.56, 12.88, 64.81, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 25.74, -0.32, -2.55, 11.12, -0.53, -0.36, -2.36, -24.30, -45.60, -9.30
41452, 24.38, 998.67, 122.14, 196.31, 13.25, 63.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 25.65, -1.59, -3.91, 9.77, -0.74, -0.45, -2.42, -24.30, -45.60, -9.30
41489, 24.38, 998.66, 122.15, 200.62, 13.63, 60.88, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 25.65, -1.59, -3.91, 9.77, -0.74, -0.45, -2.42, -24.30, -45.60, -9.30
41534, 24.39, 998.66, 122.16, 203.31, 13.94, 61.50, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 25.60, -0.43, -3.30, 9.36, 0.14, 0.20, -1.06, -35.25, -41.70, -12.60
41577, 24.39, 998.67, 122.12, 205.75, 14.25, 60.31, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 25.65, -0.44, -4.94, 9.59, 0.60, 0.72, -1.61, -41.55, -43.35, -12.45
41616, 24.39, 998.67, 122.07, 208.12, 14.50, 61.13, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 25.74, -0.79, -3.00, 9.05, -0.28, 0.19, -2.39, -41.55, -43.35, -12.45
41655, 24.39, 998.68, 122.01, 210.50, 14.75, 61.50, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 25.65, 1.25, -4.45, 8.63, -0.42, -0.08, -2.50, -41.55, -43.35, -12.45
41695, 24.39, 998.68, 122.05, 213.37, 15.06, 61.19, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 25.84, 0.54, -2.93, 8.62, -0.64, 0.37, -1.46, -50.70, -37.05, -11.85
41734, 24.39, 998.67, 122.09, 218.81, 15.81, 60.50, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 25.65, 2.20, -2.18, 9.26, -0.32, 0.30, -1.40, -50.70, -37.05, -11.85
41781, 24.40, 998.67, 122.09, 225.12, 16.31, 59.19, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 25.94, 0.32, -5.35, 10.01, 0.14, 0.73, -0.99, -56.40, -32.85, -12.90
41818, 24.40, 998.67, 122.11, 231.25, 17.12, 61.06, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 25.79, 1.55, -1.96, 8.97, -0.13, 0.52, -1.01, -56.40, -32.85, -12.90
41857, 24.40, 998.67, 122.10, 234.69, 17.56, 62.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 25.94, 0.06, -4.37, 8.21, 0.66, 0.16, -1.33, -56.40, -32.85, -12.90
41897, 24.40, 998.66, 122.18, 238.62, 17.94, 59.25, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 25.84, 1.67, -3.75, 10.12, -0.24, 0.51, -0.62, -57.90, -28.80, -10.05
41936, 24.40, 998.66, 122.15, 243.12, 18.50, 58.75, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 25.84, 3.56, -0.49, 9.18, 0.51, 0.50, -1.33, -57.90, -28.80, -10.05
41975, 24.40, 998.67, 122.14, 243.37, 18.50, 58.19, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 25.84, -0.37, -4.94, 8.79, 0.16, 0.33, -0.99, -61.80, -22.05, -8.55
42014, 24.41, 998.66, 122.15, 244.44, 18.50, 55.63, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 25.94, 0.86, -3.80, 9.91, 0.06, 0.36, -1.03, -61.80, -22.05, -8.55
42059, 24.41, 998.66, 122.15, 245.50, 18.69, 56.38, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 25.79, 1.22, -2.75, 10.15, 0.41, 0.53, -1.43, -61.80, -22.05, -8.55
42098, 24.41, 998.66, 122.19, 245.50, 18.69, 55.44, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 25.94, 0.37, -3.67, 9.83, 0.95, 0.81, -1.40, -61.80, -22.05, -8.55
42136, 24.41, 998.65, 122.23, 246.94, 18.81, 54.25, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 25.60, 0.92, -2.09, 8.49, 0.22, 0.80, -1.04, -61.80, -22.05, -8.55
42178, 24.41, 998.66, 122.20, 255.06, 19.81, 54.75, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 25.94, -0.38, -3.13, 8.92, 0.16, 0.89, -1.12, -61.80, -22.05, -8.55
42216, 24.41, 998.66, 122.19, 259.19, 20.37, 55.69, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 25.94, 0.77, -2.65, 8.88, -0.30, 0.26, -1.18, -61.80, -22.05, -8.55
42255, 24.41, 998.66, 122.23, 263.94, 20.94, 55.69, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 25.94, -0.23, -4.63, 7.96, -0.55, 0.41, -1.44, -61.80, -22.05, -8.55
42300, 24.41, 998.66, 122.18, 262.87, 20.69, 52.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 25.84, 1.28, -3.14, 9.17, 0.96, 0.47, -1.19, -63.60, -6.75, 1.80
42339, 24.41, 998.66, 122.15, 261.00, 20.37, 52.44, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 25.50, 0.86, -3.27, 9.73, 0.01, -0.32, -1.26, -63.60, -6.75, 1.80
42377, 24.41, 998.66, 122.15, 260.94, 20.06, 49.13, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 25.98, 0.60, -1.80, 11.55, 0.51, 0.22, -1.11, -63.60, 0.45, 3.30
42417, 24.42, 998.66, 122.16, 263.81, 20.06, 45.63, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 25.94, 0.10, -2.95, 9.63, 0.40, 0.31, -1.54, -63.60, 0.45, 3.30
42457, 24.42, 998.66, 122.17, 264.06, 19.87, 43.94, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 25.79, 0.94, -2.95, 10.11, -0.02, -0.17, -1.03, -63.60, 0.45, 3.30
42494, 24.42, 998.67, 122.12, 266.44, 20.19, 44.38, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 25.79, 0.94, -2.95, 10.11, -0.02, -0.17, -1.03, -63.60, 0.45, 3.30
42533, 24.42, 998.67, 122.12, 267.06, 20.19, 43.44, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 25.94, 1.88, -1.59, 9.12, 0.32, 0.34, -0.66, -63.60, 4.95, 3.30
42587, 24.42, 998.67, 122.12, 267.75, 20.12, 42.69, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 25.84, -0.26, -4.67, 9.65, -0.21, 0.09, -0.64, -63.60, 10.50, 5.40
